q1,q2,duplicate
Öğrenci İşleri ofisinden hangi belgeleri alabilirim?,Öğrenci İşleri’nden hangi belgeleri alabilirim ve nasıl başvuruda bulunabilirim?,0
Öğrenci belgesi ve not dökümünü (transcript) nasıl talep edebilirim?,Öğrenci İşleri’nden hangi belgeleri alabilirim ve nasıl başvuruda bulunabilirim?,0
Öğrenci belgesi ve not dökümünü (transcript) nasıl talep edebilirim?,Öğrenci İşleri ofisinden hangi belgeleri alabilirim?,0
Belgelerimi benim yerime başka bir kişi alabilir mi?,Öğrenci İşleri’nden hangi belgeleri alabilirim ve nasıl başvuruda bulunabilirim?,0
Belgelerimi benim yerime başka bir kişi alabilir mi?,Öğrenci İşleri ofisinden hangi belgeleri alabilirim?,0
Belgelerimi benim yerime başka bir kişi alabilir mi?,Öğrenci belgesi ve not dökümünü (transcript) nasıl talep edebilirim?,0
Talep ettiğim belgeleri ne zaman alabilirim?,Öğrenci İşleri’nden hangi belgeleri alabilirim ve nasıl başvuruda bulunabilirim?,0
Talep ettiğim belgeleri ne zaman alabilirim?,Öğrenci İşleri ofisinden hangi belgeleri alabilirim?,0
Talep ettiğim belgeleri ne zaman alabilirim?,Öğrenci belgesi ve not dökümünü (transcript) nasıl talep edebilirim?,0
Talep ettiğim belgeleri ne zaman alabilirim?,Belgelerimi benim yerime başka bir kişi alabilir mi?,0
Online olarak öğrenci belgesi transkript alınabilir mi ?,Öğrenci İşleri’nden hangi belgeleri alabilirim ve nasıl başvuruda bulunabilirim?,0
Online olarak öğrenci belgesi transkript alınabilir mi ?,Öğrenci İşleri ofisinden hangi belgeleri alabilirim?,0
Online olarak öğrenci belgesi transkript alınabilir mi ?,Öğrenci belgesi ve not dökümünü (transcript) nasıl talep edebilirim?,0
Online olarak öğrenci belgesi transkript alınabilir mi ?,Belgelerimi benim yerime başka bir kişi alabilir mi?,0
Online olarak öğrenci belgesi transkript alınabilir mi ?,Talep ettiğim belgeleri ne zaman alabilirim?,0
Bölümde kaçıncı olduğumu nasıl öğrenebilirim ?,Öğrenci İşleri’nden hangi belgeleri alabilirim ve nasıl başvuruda bulunabilirim?,0
Bölümde kaçıncı olduğumu nasıl öğrenebilirim ?,Öğrenci İşleri ofisinden hangi belgeleri alabilirim?,0
Bölümde kaçıncı olduğumu nasıl öğrenebilirim ?,Öğrenci belgesi ve not dökümünü (transcript) nasıl talep edebilirim?,0
Bölümde kaçıncı olduğumu nasıl öğrenebilirim ?,Belgelerimi benim yerime başka bir kişi alabilir mi?,0
Bölümde kaçıncı olduğumu nasıl öğrenebilirim ?,Talep ettiğim belgeleri ne zaman alabilirim?,0
Bölümde kaçıncı olduğumu nasıl öğrenebilirim ?,Online olarak öğrenci belgesi transkript alınabilir mi ?,0
Öğrenci kimliğimi kaybettim. Nasıl yenileyebilirim?,Öğrenci kimliğimi nasıl ve nereden alabilirim?,0
İstanbulkart (paso-iett seyahat kartı) nasıl alabilirim?,Öğrenci kimliğimi nasıl ve nereden alabilirim?,0
İstanbulkart (paso-iett seyahat kartı) nasıl alabilirim?,Öğrenci kimliğimi kaybettim. Nasıl yenileyebilirim?,0
Öğrenci kimliğimi kaybettim. Nasıl yenileyebilirim?,Öğrenci kimliğimi nasıl ve nereden alabilirim?,0
Öğrenci kimliğimi kaybettim. Nasıl yenileyebilirim?,Öğrenci kimliğimi kaybettim. Nasıl yenileyebilirim?,0
Öğrenci kimliğimi kaybettim. Nasıl yenileyebilirim?,İstanbulkart (paso-iett seyahat kartı) nasıl alabilirim?,0
İETT indirimli seyahat kartı /Paso almak için neler yapmalıyım?,Öğrenci kimliğimi nasıl ve nereden alabilirim?,0
İETT indirimli seyahat kartı /Paso almak için neler yapmalıyım?,Öğrenci kimliğimi kaybettim. Nasıl yenileyebilirim?,0
İETT indirimli seyahat kartı /Paso almak için neler yapmalıyım?,İstanbulkart (paso-iett seyahat kartı) nasıl alabilirim?,0
İETT indirimli seyahat kartı /Paso almak için neler yapmalıyım?,Öğrenci kimliğimi kaybettim. Nasıl yenileyebilirim?,0
Öğrenci kartımı nereden alabilirim ?,Öğrenci kimliğimi nasıl ve nereden alabilirim?,0
Öğrenci kartımı nereden alabilirim ?,Öğrenci kimliğimi kaybettim. Nasıl yenileyebilirim?,0
Öğrenci kartımı nereden alabilirim ?,İstanbulkart (paso-iett seyahat kartı) nasıl alabilirim?,0
Öğrenci kartımı nereden alabilirim ?,Öğrenci kimliğimi kaybettim. Nasıl yenileyebilirim?,0
Öğrenci kartımı nereden alabilirim ?,İETT indirimli seyahat kartı /Paso almak için neler yapmalıyım?,0
Transkriptimi (Not Durum Belgesi) nasıl alırım?,Adres ve/veya iletişim bilgilerimde değişiklik oldu. Ne yapmalıyım?,0
Askerlik tecil işlemleri nasıl yapılır?,(Erkek öğrenciler için) Askerlik ertelemem için ne yapmam gerekli?,0
Askerlik tecil süresini kaçırdım ne yapmam gerekiyor ?,(Erkek öğrenciler için) Askerlik ertelemem için ne yapmam gerekli?,0
Askerlik tecil süresini kaçırdım ne yapmam gerekiyor ?,Askerlik tecil işlemleri nasıl yapılır?,0
Askere gitmek istiyorum izin almak için ne yapmam gerekiyor ?,(Erkek öğrenciler için) Askerlik ertelemem için ne yapmam gerekli?,0
Askere gitmek istiyorum izin almak için ne yapmam gerekiyor ?,Askerlik tecil işlemleri nasıl yapılır?,0
Askere gitmek istiyorum izin almak için ne yapmam gerekiyor ?,Askerlik tecil süresini kaçırdım ne yapmam gerekiyor ?,0
Tecilimi iptal ettirmek istiyorum ne yapmam gerekiyor ?,(Erkek öğrenciler için) Askerlik ertelemem için ne yapmam gerekli?,0
Tecilimi iptal ettirmek istiyorum ne yapmam gerekiyor ?,Askerlik tecil işlemleri nasıl yapılır?,0
Tecilimi iptal ettirmek istiyorum ne yapmam gerekiyor ?,Askerlik tecil süresini kaçırdım ne yapmam gerekiyor ?,0
Tecilimi iptal ettirmek istiyorum ne yapmam gerekiyor ?,Askere gitmek istiyorum izin almak için ne yapmam gerekiyor ?,0
Tecil için hangi evraklar gerekli?,(Erkek öğrenciler için) Askerlik ertelemem için ne yapmam gerekli?,0
Tecil için hangi evraklar gerekli?,Askerlik tecil işlemleri nasıl yapılır?,0
Tecil için hangi evraklar gerekli?,Askerlik tecil süresini kaçırdım ne yapmam gerekiyor ?,0
Tecil için hangi evraklar gerekli?,Askere gitmek istiyorum izin almak için ne yapmam gerekiyor ?,0
Tecil için hangi evraklar gerekli?,Tecilimi iptal ettirmek istiyorum ne yapmam gerekiyor ?,0
Kayıt yaptırırken tecil için evrak vermiştim yeterli mi ?,(Erkek öğrenciler için) Askerlik ertelemem için ne yapmam gerekli?,0
Kayıt yaptırırken tecil için evrak vermiştim yeterli mi ?,Askerlik tecil işlemleri nasıl yapılır?,0
Kayıt yaptırırken tecil için evrak vermiştim yeterli mi ?,Askerlik tecil süresini kaçırdım ne yapmam gerekiyor ?,0
Kayıt yaptırırken tecil için evrak vermiştim yeterli mi ?,Askere gitmek istiyorum izin almak için ne yapmam gerekiyor ?,0
Kayıt yaptırırken tecil için evrak vermiştim yeterli mi ?,Tecilimi iptal ettirmek istiyorum ne yapmam gerekiyor ?,0
Kayıt yaptırırken tecil için evrak vermiştim yeterli mi ?,Tecil için hangi evraklar gerekli?,0
Tecilimin yapıldıgını ne zaman ve nereden takip edebilirim ?,(Erkek öğrenciler için) Askerlik ertelemem için ne yapmam gerekli?,0
Tecilimin yapıldıgını ne zaman ve nereden takip edebilirim ?,Askerlik tecil işlemleri nasıl yapılır?,0
Tecilimin yapıldıgını ne zaman ve nereden takip edebilirim ?,Askerlik tecil süresini kaçırdım ne yapmam gerekiyor ?,0
Tecilimin yapıldıgını ne zaman ve nereden takip edebilirim ?,Askere gitmek istiyorum izin almak için ne yapmam gerekiyor ?,0
Tecilimin yapıldıgını ne zaman ve nereden takip edebilirim ?,Tecilimi iptal ettirmek istiyorum ne yapmam gerekiyor ?,0
Tecilimin yapıldıgını ne zaman ve nereden takip edebilirim ?,Tecil için hangi evraklar gerekli?,0
Tecilimin yapıldıgını ne zaman ve nereden takip edebilirim ?,Kayıt yaptırırken tecil için evrak vermiştim yeterli mi ?,0
Askerlik şubesinden bakaya kaldığım belirtildi neden ?,(Erkek öğrenciler için) Askerlik ertelemem için ne yapmam gerekli?,0
Askerlik şubesinden bakaya kaldığım belirtildi neden ?,Askerlik tecil işlemleri nasıl yapılır?,0
Askerlik şubesinden bakaya kaldığım belirtildi neden ?,Askerlik tecil süresini kaçırdım ne yapmam gerekiyor ?,0
Askerlik şubesinden bakaya kaldığım belirtildi neden ?,Askere gitmek istiyorum izin almak için ne yapmam gerekiyor ?,0
Askerlik şubesinden bakaya kaldığım belirtildi neden ?,Tecilimi iptal ettirmek istiyorum ne yapmam gerekiyor ?,0
Askerlik şubesinden bakaya kaldığım belirtildi neden ?,Tecil için hangi evraklar gerekli?,0
Askerlik şubesinden bakaya kaldığım belirtildi neden ?,Kayıt yaptırırken tecil için evrak vermiştim yeterli mi ?,0
Askerlik şubesinden bakaya kaldığım belirtildi neden ?,Tecilimin yapıldıgını ne zaman ve nereden takip edebilirim ?,0
Ne zamana kadar kayıt dondurma başvurusunda bulunabilirim?,Kaydımı nasıl dondurabilirim?,0
Kaç dönem kayıt dondurabilirim?,Kaydımı nasıl dondurabilirim?,0
Kaç dönem kayıt dondurabilirim?,Ne zamana kadar kayıt dondurma başvurusunda bulunabilirim?,0
Kaydımı nasıl sildirebilirim?,Kaydımı nasıl dondurabilirim?,0
Kaydımı nasıl sildirebilirim?,Ne zamana kadar kayıt dondurma başvurusunda bulunabilirim?,0
Kaydımı nasıl sildirebilirim?,Kaç dönem kayıt dondurabilirim?,0
Kayıt dondurma şartları nelerdir?,Kaydımı nasıl dondurabilirim?,0
Kayıt dondurma şartları nelerdir?,Ne zamana kadar kayıt dondurma başvurusunda bulunabilirim?,0
Kayıt dondurma şartları nelerdir?,Kaç dönem kayıt dondurabilirim?,0
Kayıt dondurma şartları nelerdir?,Kaydımı nasıl sildirebilirim?,0
Kayıt sildirme başvurusu nasıl yapılır?,Kaydımı nasıl dondurabilirim?,0
Kayıt sildirme başvurusu nasıl yapılır?,Ne zamana kadar kayıt dondurma başvurusunda bulunabilirim?,0
Kayıt sildirme başvurusu nasıl yapılır?,Kaç dönem kayıt dondurabilirim?,0
Kayıt sildirme başvurusu nasıl yapılır?,Kaydımı nasıl sildirebilirim?,0
Kayıt sildirme başvurusu nasıl yapılır?,Kayıt dondurma şartları nelerdir?,0
Derslerin içerikleri hakkında nerden bilgi alabilirim?,Almakla yükümlü olduğum kredileri  müfredatı nereden görebilirim?,0
Derslere devam zorunluluğu var mı?,Almakla yükümlü olduğum kredileri  müfredatı nereden görebilirim?,0
Derslere devam zorunluluğu var mı?,Derslerin içerikleri hakkında nerden bilgi alabilirim?,0
Aldığım bir dersten başarısız olursam  ne yapmalıyım?,Almakla yükümlü olduğum kredileri  müfredatı nereden görebilirim?,0
Aldığım bir dersten başarısız olursam  ne yapmalıyım?,Derslerin içerikleri hakkında nerden bilgi alabilirim?,0
Aldığım bir dersten başarısız olursam  ne yapmalıyım?,Derslere devam zorunluluğu var mı?,0
Daha önceden aldığım ve başarılı olduğum bir dersi tekrar edebilir miyim?,Almakla yükümlü olduğum kredileri  müfredatı nereden görebilirim?,0
Daha önceden aldığım ve başarılı olduğum bir dersi tekrar edebilir miyim?,Derslerin içerikleri hakkında nerden bilgi alabilirim?,0
Daha önceden aldığım ve başarılı olduğum bir dersi tekrar edebilir miyim?,Derslere devam zorunluluğu var mı?,0
Daha önceden aldığım ve başarılı olduğum bir dersi tekrar edebilir miyim?,Aldığım bir dersten başarısız olursam  ne yapmalıyım?,0
Ders muafiyeti nedir  nasıl ders muafiyeti alabilirim?,Almakla yükümlü olduğum kredileri  müfredatı nereden görebilirim?,0
Ders muafiyeti nedir  nasıl ders muafiyeti alabilirim?,Derslerin içerikleri hakkında nerden bilgi alabilirim?,0
Ders muafiyeti nedir  nasıl ders muafiyeti alabilirim?,Derslere devam zorunluluğu var mı?,0
Ders muafiyeti nedir  nasıl ders muafiyeti alabilirim?,Aldığım bir dersten başarısız olursam  ne yapmalıyım?,0
Ders muafiyeti nedir  nasıl ders muafiyeti alabilirim?,Daha önceden aldığım ve başarılı olduğum bir dersi tekrar edebilir miyim?,0
Başka bir üniversiteden ders almam mümkün mü?,Almakla yükümlü olduğum kredileri  müfredatı nereden görebilirim?,0
Başka bir üniversiteden ders almam mümkün mü?,Derslerin içerikleri hakkında nerden bilgi alabilirim?,0
Başka bir üniversiteden ders almam mümkün mü?,Derslere devam zorunluluğu var mı?,0
Başka bir üniversiteden ders almam mümkün mü?,Aldığım bir dersten başarısız olursam  ne yapmalıyım?,0
Başka bir üniversiteden ders almam mümkün mü?,Daha önceden aldığım ve başarılı olduğum bir dersi tekrar edebilir miyim?,0
Başka bir üniversiteden ders almam mümkün mü?,Ders muafiyeti nedir  nasıl ders muafiyeti alabilirim?,0
Akademik danışman kimdir?,Bir dersin öğretim elemanına nasıl ulaşabilirim?,0
Bir dersin öğretim elemanına nasıl ulaşabilirim?,Bir dersin öğretim elemanına nasıl ulaşabilirim?,0
Bir dersin öğretim elemanına nasıl ulaşabilirim?,Akademik danışman kimdir?,0
Akademisyenlerin rehberini nereden bulabilirim ?,Bir dersin öğretim elemanına nasıl ulaşabilirim?,0
Akademisyenlerin rehberini nereden bulabilirim ?,Akademik danışman kimdir?,0
Akademisyenlerin rehberini nereden bulabilirim ?,Bir dersin öğretim elemanına nasıl ulaşabilirim?,0
Ders programımı ne zaman ve nereden görebilirim?,Ders kaydımı nasıl yapabilirim?,0
Ders kaydıma nasıl onay alabilirim?,Ders kaydımı nasıl yapabilirim?,0
Ders kaydıma nasıl onay alabilirim?,Ders programımı ne zaman ve nereden görebilirim?,0
Öğrenim ücretini ders kayıtlarından sonra ödersem  derslere kayıt yaptırabilir miyim?,Ders kaydımı nasıl yapabilirim?,0
Öğrenim ücretini ders kayıtlarından sonra ödersem  derslere kayıt yaptırabilir miyim?,Ders programımı ne zaman ve nereden görebilirim?,0
Öğrenim ücretini ders kayıtlarından sonra ödersem  derslere kayıt yaptırabilir miyim?,Ders kaydıma nasıl onay alabilirim?,0
Ders kayıtlarından sonra bir dersi bırakıp başka bir ders almak istiyorum. Nasıl ve ne zaman bu değişikliği yapabilirim?,Ders kaydımı nasıl yapabilirim?,0
Ders kayıtlarından sonra bir dersi bırakıp başka bir ders almak istiyorum. Nasıl ve ne zaman bu değişikliği yapabilirim?,Ders programımı ne zaman ve nereden görebilirim?,0
Ders kayıtlarından sonra bir dersi bırakıp başka bir ders almak istiyorum. Nasıl ve ne zaman bu değişikliği yapabilirim?,Ders kaydıma nasıl onay alabilirim?,0
Ders kayıtlarından sonra bir dersi bırakıp başka bir ders almak istiyorum. Nasıl ve ne zaman bu değişikliği yapabilirim?,Öğrenim ücretini ders kayıtlarından sonra ödersem  derslere kayıt yaptırabilir miyim?,0
Özel öğrenci olarak belli derslere kayıt yaptırmam mümkün mü?,Ders kaydımı nasıl yapabilirim?,0
Özel öğrenci olarak belli derslere kayıt yaptırmam mümkün mü?,Ders programımı ne zaman ve nereden görebilirim?,0
Özel öğrenci olarak belli derslere kayıt yaptırmam mümkün mü?,Ders kaydıma nasıl onay alabilirim?,0
Özel öğrenci olarak belli derslere kayıt yaptırmam mümkün mü?,Öğrenim ücretini ders kayıtlarından sonra ödersem  derslere kayıt yaptırabilir miyim?,0
Özel öğrenci olarak belli derslere kayıt yaptırmam mümkün mü?,Ders kayıtlarından sonra bir dersi bırakıp başka bir ders almak istiyorum. Nasıl ve ne zaman bu değişikliği yapabilirim?,0
Ders kaydı nasıl yapılır?,Ders kaydımı nasıl yapabilirim?,0
Ders kaydı nasıl yapılır?,Ders programımı ne zaman ve nereden görebilirim?,0
Ders kaydı nasıl yapılır?,Ders kaydıma nasıl onay alabilirim?,0
Ders kaydı nasıl yapılır?,Öğrenim ücretini ders kayıtlarından sonra ödersem  derslere kayıt yaptırabilir miyim?,0
Ders kaydı nasıl yapılır?,Ders kayıtlarından sonra bir dersi bırakıp başka bir ders almak istiyorum. Nasıl ve ne zaman bu değişikliği yapabilirim?,0
Ders kaydı nasıl yapılır?,Özel öğrenci olarak belli derslere kayıt yaptırmam mümkün mü?,0
Kayıt olmak istediğim derslerin saatleri çakışıyor  bu derslere kayıt olabilir miyim?,Ders kaydımı nasıl yapabilirim?,0
Kayıt olmak istediğim derslerin saatleri çakışıyor  bu derslere kayıt olabilir miyim?,Ders programımı ne zaman ve nereden görebilirim?,0
Kayıt olmak istediğim derslerin saatleri çakışıyor  bu derslere kayıt olabilir miyim?,Ders kaydıma nasıl onay alabilirim?,0
Kayıt olmak istediğim derslerin saatleri çakışıyor  bu derslere kayıt olabilir miyim?,Öğrenim ücretini ders kayıtlarından sonra ödersem  derslere kayıt yaptırabilir miyim?,0
Kayıt olmak istediğim derslerin saatleri çakışıyor  bu derslere kayıt olabilir miyim?,Ders kayıtlarından sonra bir dersi bırakıp başka bir ders almak istiyorum. Nasıl ve ne zaman bu değişikliği yapabilirim?,0
Kayıt olmak istediğim derslerin saatleri çakışıyor  bu derslere kayıt olabilir miyim?,Özel öğrenci olarak belli derslere kayıt yaptırmam mümkün mü?,0
Kayıt olmak istediğim derslerin saatleri çakışıyor  bu derslere kayıt olabilir miyim?,Ders kaydı nasıl yapılır?,0
Ders kaydıma nasıl onay alabilirim?,Ders kaydımı nasıl yapabilirim?,0
Ders kaydıma nasıl onay alabilirim?,Ders programımı ne zaman ve nereden görebilirim?,0
Ders kaydıma nasıl onay alabilirim?,Ders kaydıma nasıl onay alabilirim?,0
Ders kaydıma nasıl onay alabilirim?,Öğrenim ücretini ders kayıtlarından sonra ödersem  derslere kayıt yaptırabilir miyim?,0
Ders kaydıma nasıl onay alabilirim?,Ders kayıtlarından sonra bir dersi bırakıp başka bir ders almak istiyorum. Nasıl ve ne zaman bu değişikliği yapabilirim?,0
Ders kaydıma nasıl onay alabilirim?,Özel öğrenci olarak belli derslere kayıt yaptırmam mümkün mü?,0
Ders kaydıma nasıl onay alabilirim?,Ders kaydı nasıl yapılır?,0
Ders kaydıma nasıl onay alabilirim?,Kayıt olmak istediğim derslerin saatleri çakışıyor  bu derslere kayıt olabilir miyim?,0
Add-Drop (Ders Ekleme/Bırakma) nedir?,Ders kaydımı nasıl yapabilirim?,0
Add-Drop (Ders Ekleme/Bırakma) nedir?,Ders programımı ne zaman ve nereden görebilirim?,0
Add-Drop (Ders Ekleme/Bırakma) nedir?,Ders kaydıma nasıl onay alabilirim?,0
Add-Drop (Ders Ekleme/Bırakma) nedir?,Öğrenim ücretini ders kayıtlarından sonra ödersem  derslere kayıt yaptırabilir miyim?,0
